Date,Goal,Funds
2025-12-01 01:01:01-0500,7000,15
2025-12-01 02:01:02-0500,7000,15
2025-12-01 03:01:02-0500,7000,15
2025-12-01 04:01:01-0500,7000,15
2025-12-01 05:01:02-0500,7000,25
2025-12-01 06:01:02-0500,7000,61
2025-12-01 07:01:02-0500,7000,90
2025-12-01 08:01:02-0500,7000,101
2025-12-01 09:01:01-0500,7000,101
2025-12-01 10:01:02-0500,7000,101
2025-12-01 11:01:01-0500,7000,101
2025-12-01 12:01:02-0500,7000,101
2025-12-01 13:01:01-0500,7000,101
2025-12-01 14:01:02-0500,7000,101
2025-12-01 15:01:01-0500,7000,101
2025-12-01 16:01:02-0500,7000,101
2025-12-01 17:01:02-0500,7000,101
2025-12-01 18:01:01-0500,7000,101
2025-12-01 19:01:02-0500,7000,101
2025-12-01 20:01:02-0500,7000,101
2025-12-01 21:01:02-0500,7000,106
2025-12-01 22:01:02-0500,7000,106
2025-12-01 23:01:02-0500,7000,111
2025-12-02 00:01:02-0500,7000,111
2025-12-02 01:01:02-0500,7000,111
2025-12-02 02:01:02-0500,7000,111
2025-12-02 03:01:01-0500,7000,111
2025-12-02 04:01:02-0500,7000,111
2025-12-02 05:01:01-0500,7000,298
2025-12-02 06:01:02-0500,7000,303
2025-12-02 07:01:02-0500,7000,303
2025-12-02 08:01:01-0500,7000,303
2025-12-02 09:01:02-0500,7000,303
2025-12-02 10:01:02-0500,7000,308
2025-12-02 11:01:01-0500,7000,308
2025-12-02 12:01:01-0500,7000,308
2025-12-02 13:01:01-0500,7000,308
2025-12-02 14:01:02-0500,7000,308
2025-12-02 15:01:21-0500,7000,308
2025-12-02 16:01:02-0500,7000,308
2025-12-02 17:01:02-0500,7000,318
2025-12-02 18:01:02-0500,7000,318
2025-12-02 19:01:02-0500,7000,318
2025-12-02 20:01:01-0500,7000,318
2025-12-02 21:01:02-0500,7000,318
2025-12-02 22:01:01-0500,7000,318
2025-12-02 23:01:02-0500,7000,318
2025-12-03 00:01:01-0500,7000,318
2025-12-03 01:01:02-0500,7000,318
2025-12-03 02:01:01-0500,7000,318
2025-12-03 03:01:02-0500,7000,318
2025-12-03 04:01:02-0500,7000,323
2025-12-03 05:01:02-0500,7000,405
2025-12-03 06:01:02-0500,7000,405
2025-12-03 07:01:01-0500,7000,405
2025-12-03 08:01:01-0500,7000,405
2025-12-03 09:01:02-0500,7000,405
2025-12-03 10:01:01-0500,7000,405
2025-12-03 11:01:02-0500,7000,405
2025-12-03 12:01:01-0500,7000,405
2025-12-03 13:01:01-0500,7000,405
2025-12-03 14:01:02-0500,7000,405
2025-12-03 15:01:02-0500,7000,405
2025-12-03 16:01:02-0500,7000,405
2025-12-03 17:01:01-0500,7000,405
2025-12-03 18:01:02-0500,7000,410
2025-12-03 19:01:01-0500,7000,410
2025-12-03 20:01:02-0500,7000,410
2025-12-03 21:01:01-0500,7000,410
2025-12-03 22:01:02-0500,7000,410
2025-12-03 23:01:01-0500,7000,410
2025-12-04 00:01:02-0500,7000,410
2025-12-04 01:01:01-0500,7000,410
2025-12-04 02:01:02-0500,7000,410
2025-12-04 03:01:01-0500,7000,410
2025-12-04 04:01:02-0500,7000,412
2025-12-04 05:01:01-0500,7000,498
2025-12-04 06:01:02-0500,7000,498
2025-12-04 07:01:02-0500,7000,498
2025-12-04 08:01:01-0500,7000,503
2025-12-04 09:01:01-0500,7000,503
2025-12-04 10:01:02-0500,7000,503
2025-12-04 11:01:02-0500,7000,503
2025-12-04 12:01:02-0500,7000,503
2025-12-04 13:01:01-0500,7000,503
2025-12-04 14:01:02-0500,7000,503
2025-12-04 15:01:01-0500,7000,503
2025-12-04 16:01:02-0500,7000,503
2025-12-04 17:01:02-0500,7000,503
2025-12-04 18:01:01-0500,7000,503
2025-12-04 19:01:02-0500,7000,503
2025-12-04 20:01:01-0500,7000,508
2025-12-04 21:01:02-0500,7000,508
2025-12-04 22:01:02-0500,7000,508
2025-12-04 23:01:01-0500,7000,508
2025-12-05 00:01:02-0500,7000,508
2025-12-05 01:01:01-0500,7000,508
2025-12-05 02:01:02-0500,7000,508
2025-12-05 03:01:01-0500,7000,508
2025-12-05 04:01:02-0500,7000,508
2025-12-05 05:01:01-0500,7000,621
2025-12-05 06:01:02-0500,7000,631
2025-12-05 07:01:01-0500,7000,631
2025-12-05 08:01:02-0500,7000,631
2025-12-05 09:01:01-0500,7000,636
2025-12-05 10:01:02-0500,7000,636
2025-12-05 11:01:02-0500,7000,636
2025-12-05 12:01:01-0500,7000,636
2025-12-05 13:01:02-0500,7000,636
2025-12-05 14:01:01-0500,7000,636
2025-12-05 15:01:02-0500,7000,636
2025-12-05 16:01:01-0500,7000,636
2025-12-05 17:01:02-0500,7000,641
2025-12-05 18:01:02-0500,7000,641
2025-12-05 19:01:02-0500,7000,641
2025-12-05 20:01:02-0500,7000,646
2025-12-05 21:01:04-0500,7000,646
2025-12-05 22:01:02-0500,7000,646
2025-12-05 23:01:02-0500,7000,646
2025-12-06 00:01:02-0500,7000,651
2025-12-06 01:01:01-0500,7000,651
2025-12-06 02:01:02-0500,7000,651
2025-12-06 03:01:01-0500,7000,651
2025-12-06 04:01:02-0500,7000,651
2025-12-06 05:01:02-0500,7000,651
2025-12-06 06:01:01-0500,7000,721
2025-12-06 07:01:02-0500,7000,721
2025-12-06 08:01:01-0500,7000,726
2025-12-06 09:01:01-0500,7000,726
2025-12-06 10:01:02-0500,7000,726
2025-12-06 11:01:02-0500,7000,726
2025-12-06 12:01:02-0500,7000,731
2025-12-06 13:01:02-0500,7000,731
2025-12-06 14:01:04-0500,7000,731
2025-12-06 15:01:02-0500,7000,736
2025-12-06 16:01:01-0500,7000,736
2025-12-06 17:01:02-0500,7000,736
2025-12-06 18:01:10-0500,7000,736
2025-12-06 19:01:02-0500,7000,741
2025-12-06 20:01:01-0500,7000,741
2025-12-06 21:01:02-0500,7000,741
2025-12-06 22:01:02-0500,7000,741
2025-12-06 23:01:01-0500,7000,746
2025-12-07 00:01:02-0500,7000,751
2025-12-07 01:01:01-0500,7000,751
2025-12-07 02:01:02-0500,7000,751
2025-12-07 03:01:02-0500,7000,751
2025-12-07 04:01:01-0500,7000,788
2025-12-07 05:01:02-0500,7000,818
2025-12-07 06:01:01-0500,7000,818
2025-12-07 07:01:02-0500,7000,818
2025-12-07 08:01:02-0500,7000,818
2025-12-07 09:01:02-0500,7000,843
2025-12-07 10:01:02-0500,7000,843
2025-12-07 11:01:02-0500,7000,843
2025-12-07 12:01:02-0500,7000,843
2025-12-07 13:01:02-0500,7000,843
2025-12-07 14:01:01-0500,7000,843
2025-12-07 15:01:02-0500,7000,843
2025-12-07 16:01:01-0500,7000,843
2025-12-07 17:01:02-0500,7000,918
2025-12-07 18:01:01-0500,7000,918
2025-12-07 19:01:02-0500,7000,918
2025-12-07 20:01:02-0500,7000,918
2025-12-07 21:01:01-0500,7000,918
2025-12-07 22:01:02-0500,7000,918
2025-12-07 23:01:01-0500,7000,918
2025-12-08 00:01:02-0500,7000,918
2025-12-08 01:01:01-0500,7000,918
2025-12-08 02:01:02-0500,7000,918
2025-12-08 03:01:01-0500,7000,918
2025-12-08 04:01:02-0500,7000,920
2025-12-08 05:01:01-0500,7000,940
2025-12-08 06:01:02-0500,7000,940
2025-12-08 07:01:02-0500,7000,940
2025-12-08 08:01:02-0500,7000,950
2025-12-08 09:01:02-0500,7000,950
2025-12-08 10:01:02-0500,7000,950
2025-12-08 11:01:02-0500,7000,955
2025-12-08 12:01:02-0500,7000,955
2025-12-08 13:01:02-0500,7000,955
2025-12-08 14:01:01-0500,7000,955
2025-12-08 15:01:02-0500,7000,955
2025-12-08 16:01:01-0500,7000,955
2025-12-08 17:01:02-0500,7000,960
2025-12-08 18:01:02-0500,7000,960
2025-12-08 19:01:01-0500,7000,960
2025-12-08 20:01:02-0500,7000,960
2025-12-08 21:01:01-0500,7000,965
2025-12-08 22:01:02-0500,7000,965
2025-12-08 23:01:01-0500,7000,965
2025-12-09 00:01:02-0500,7000,965
2025-12-09 01:01:01-0500,7000,965
2025-12-09 02:01:02-0500,7000,965
2025-12-09 03:01:01-0500,7000,975
2025-12-09 04:01:02-0500,7000,988
2025-12-09 05:01:02-0500,7000,1029
2025-12-09 06:01:01-0500,7000,1029
2025-12-09 07:01:02-0500,7000,1029
2025-12-09 08:01:01-0500,7000,1029
2025-12-09 09:01:02-0500,7000,1029
2025-12-09 10:01:01-0500,7000,1029
2025-12-09 11:01:02-0500,7000,1029
2025-12-09 12:01:02-0500,7000,1029
2025-12-09 13:01:01-0500,7000,1029
2025-12-09 14:01:02-0500,7000,1029
2025-12-09 15:01:02-0500,7000,1034
2025-12-09 16:01:02-0500,7000,1039
2025-12-09 17:01:02-0500,7000,1044
2025-12-09 18:01:01-0500,7000,1044
2025-12-09 19:01:02-0500,7000,1054
2025-12-09 20:01:02-0500,7000,1054
2025-12-09 21:01:02-0500,7000,1124
2025-12-09 22:01:02-0500,7000,1124
2025-12-09 23:01:02-0500,7000,1124
2025-12-10 00:01:02-0500,7000,1129
2025-12-10 01:01:02-0500,7000,1129
2025-12-10 02:01:02-0500,7000,1129
2025-12-10 03:01:01-0500,7000,1129
2025-12-10 04:01:02-0500,7000,1136
2025-12-10 05:01:02-0500,7000,1174
2025-12-10 06:01:01-0500,7000,1174
2025-12-10 07:01:02-0500,7000,1174
2025-12-10 08:01:02-0500,7000,1179
2025-12-10 09:01:01-0500,7000,1184
2025-12-10 10:01:02-0500,7000,1184
2025-12-10 11:01:02-0500,7000,1184
2025-12-10 12:01:02-0500,7000,1184
2025-12-10 13:01:02-0500,7000,1189
2025-12-10 14:01:02-0500,7000,1189
2025-12-10 15:01:01-0500,7000,1189
2025-12-10 16:01:02-0500,7000,1189
2025-12-10 17:01:02-0500,7000,1189
2025-12-10 18:01:02-0500,7000,1189
2025-12-10 19:01:02-0500,7000,1194
2025-12-10 20:01:01-0500,7000,1194
2025-12-10 21:01:02-0500,7000,1194
2025-12-10 22:01:01-0500,7000,1194
2025-12-10 23:01:02-0500,7000,1194
2025-12-11 00:01:02-0500,7000,1194
2025-12-11 01:01:02-0500,7000,1194
2025-12-11 02:01:02-0500,7000,1194
2025-12-11 03:01:02-0500,7000,1194
2025-12-11 04:01:01-0500,7000,1204
2025-12-11 05:01:02-0500,7000,1269
2025-12-11 06:01:02-0500,7000,1269
2025-12-11 07:01:01-0500,7000,1269
2025-12-11 08:01:02-0500,7000,1269
2025-12-11 09:01:02-0500,7000,1339
2025-12-11 10:01:01-0500,7000,1339
2025-12-11 11:01:01-0500,7000,1339
2025-12-11 12:01:02-0500,7000,1339
2025-12-11 13:01:02-0500,7000,1339
2025-12-11 14:01:02-0500,7000,1339
2025-12-11 15:01:02-0500,7000,1339
2025-12-11 16:01:02-0500,7000,1339
2025-12-11 17:01:01-0500,7000,1541
2025-12-11 18:01:02-0500,7000,1541
2025-12-11 19:01:01-0500,7000,1541
2025-12-11 20:01:01-0500,7000,1541
2025-12-11 21:01:02-0500,7000,1541
2025-12-11 22:01:02-0500,7000,1541
2025-12-11 23:01:01-0500,7000,1541
2025-12-12 00:01:02-0500,7000,1541
2025-12-12 01:01:01-0500,7000,1541
2025-12-12 02:01:02-0500,7000,1541
2025-12-12 03:01:02-0500,7000,1541
2025-12-12 04:01:01-0500,7000,1541
2025-12-12 05:01:01-0500,7000,1576
2025-12-12 06:01:02-0500,7000,1576
2025-12-12 07:01:02-0500,7000,1576
2025-12-12 08:01:02-0500,7000,1576
2025-12-12 09:01:01-0500,7000,1576
2025-12-12 10:01:01-0500,7000,1581
2025-12-12 11:01:02-0500,7000,1581
2025-12-12 12:01:02-0500,7000,1581
2025-12-12 13:01:02-0500,7000,1581
2025-12-12 14:01:01-0500,7000,1581
2025-12-12 15:01:02-0500,7000,1581
2025-12-12 16:01:01-0500,7000,1581
2025-12-12 17:01:02-0500,7000,1581
2025-12-12 18:01:01-0500,7000,1581
2025-12-12 19:01:02-0500,7000,1586
2025-12-12 20:01:02-0500,7000,1586
2025-12-12 21:01:02-0500,7000,1586
2025-12-12 22:01:02-0500,7000,1586
2025-12-12 23:01:02-0500,7000,1591
2025-12-13 00:01:02-0500,7000,1591
2025-12-13 01:01:02-0500,7000,1591
2025-12-13 02:01:02-0500,7000,1591
